,Year_stats,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
10979,2002,Jud Buechler,SF,33,PHO,6,0,54,1.9,5.8,0.333,1.9,5.8,0.333,0,0,0,0,0,0,1.9,5.8,7.8,2.9,1,0,1,6.8,5.8,,112,107
10980,2002,Jud Buechler,SF,33,ORL,60,2,630,3.4,9.2,0.375,1.6,4.4,0.352,1.9,4.7,0.397,0.2,0.3,0.5,2.2,6.6,8.8,2.4,1.6,0.7,1.1,3.8,8.6,,102,106
10981,2002,Rodney Buford,SG,24,MEM,63,21,1769,7.7,17.7,0.435,0.5,2.1,0.243,7.2,15.6,0.461,1.7,2.4,0.725,1.5,6.6,8.1,2.1,1.3,0.4,1.9,3.3,17.6,,95,108
10982,2002,Matt Bullard,PF,34,CHH,31,0,350,6,17.6,0.339,2.4,8.7,0.281,3.5,8.9,0.397,1.7,1.8,0.917,1.5,5.7,7.2,2.4,0.3,0.3,1.8,4.4,16.1,,94,108
10983,2002,Mitchell Butler,SG,31,POR,11,0,90,6,13.7,0.435,0.6,1.8,0.333,5.4,11.9,0.45,4.8,7.2,0.667,3.6,4.8,8.4,3,0,0.6,3,6,17.3,,104,110
10984,2002,Jason Caffey,PF,28,MIL,23,0,283,6.8,13.5,0.5,0,0.2,0,6.8,13.3,0.507,5.1,8.1,0.628,4.5,4.9,9.4,2.3,0.8,0.9,3.6,7.3,18.6,,104,110
10985,2002,Marcus Camby,C,27,NYK,29,29,1007,6.9,15.4,0.448,0,0.1,0,6.9,15.4,0.45,3.3,5.3,0.626,4.7,12.4,17.1,1.8,1.8,2.7,2.2,5.7,17.1,,100,100
10986,2002,Elden Campbell,PF,33,CHH,77,74,2156,9.5,19.7,0.484,0,0,0,9.5,19.7,0.485,7.6,9.5,0.797,3.3,9.9,13.2,2.5,1.5,3.4,3.4,6.6,26.7,,109,100
10987,2002,Brian Cardinal,PF,24,DET,8,0,43,7.4,16.1,0.462,3.7,8.7,0.429,3.7,7.4,0.5,2.5,2.5,1,2.5,5,7.4,2.5,1.2,0,0,6.2,21.1,,134,106
10988,2002,Anthony Carter,PG,26,MIA,46,18,1050,4.7,13.6,0.342,0.1,1,0.053,4.6,12.6,0.365,1,1.9,0.528,1,5.1,6.1,11.2,2.6,0.2,3.8,4.4,10.4,,84,100
10989,2002,Vince Carter,SG,25,TOR,60,60,2385,12.7,29.6,0.428,2.7,7.1,0.387,9.9,22.5,0.441,5.6,7,0.798,3.1,4,7.1,5.4,2.1,1,3.5,4.3,33.6,,107,105
10990,2002,Sam Cassell,PG,32,MIL,74,73,2605,11.3,24.4,0.463,1.5,4.2,0.348,9.9,20.3,0.486,5.8,6.7,0.86,1.1,5.3,6.4,10.1,1.8,0.2,3.6,4.2,29.8,,112,109
10991,2002,Kelvin Cato,C,27,HOU,75,73,1917,5.4,9.3,0.583,0,0,0,5.4,9.2,0.585,3.2,5.5,0.582,5,9.9,14.9,0.8,1.1,2.7,1.5,5.9,14,,122,106
10992,2002,Tyson Chandler,C,19,CHI,71,31,1389,5.8,11.6,0.497,0,0,0,5.8,11.6,0.497,5.1,8.5,0.604,4.4,8.7,13.1,2.1,1.1,3.5,3.8,6.8,16.6,,99,105
10993,2002,Calbert Cheaney,SG,30,DEN,68,47,1631,7.3,15.2,0.481,0,0.1,0,7.3,15,0.485,1.5,2.2,0.687,1.9,6,7.8,3.6,1.1,0.7,2.3,5.1,16.1,,100,110
10995,2002,Chris Childs,PG,34,TOR,69,4,1576,3.3,10.2,0.328,1.1,4.1,0.275,2.2,6,0.364,2,2.4,0.817,0.6,4.7,5.3,12,1.9,0.2,4.2,6.1,9.8,,94,105
10996,2002,Doug Christie,SG,31,SAC,81,81,2798,6.1,13.2,0.46,1.6,4.6,0.352,4.5,8.6,0.518,3.7,4.3,0.851,1.3,5.4,6.7,6.1,2.9,0.4,2.9,3.8,17.4,,112,101
10997,2002,Keon Clark,C,26,TOR,81,31,2185,9.4,19.2,0.49,0,0.1,0,9.4,19.1,0.494,3.8,5.7,0.674,4.5,10.4,14.9,2.2,1.4,3,3.5,6.4,22.6,,102,99
10998,2002,Speedy Claxton,PG,23,PHI,67,18,1528,6.4,16,0.4,0.1,1.2,0.121,6.3,14.8,0.422,4,4.8,0.838,1.6,4,5.7,7,3.4,0.2,3.4,5.1,17,,98,100
10999,2002,Mateen Cleaves,PG,24,SAC,32,0,153,9.8,22.3,0.441,0.7,2.6,0.25,9.2,19.7,0.467,2.6,3,0.889,0.3,2.3,2.6,8.2,2.3,0,8.9,3,23,,81,105
11000,2002,Derrick Coleman,PF,34,PHI,58,58,2080,8.6,19.1,0.45,0.7,2.2,0.337,7.9,16.9,0.465,4.8,5.9,0.815,4.3,8.9,13.2,2.5,1.1,1.3,3.1,4.1,22.7,,106,101
11001,2002,Bimbo Coles,PG,33,CLE,47,1,693,4.3,11.2,0.384,0.3,1.5,0.2,4,9.7,0.413,2.5,2.8,0.892,0.9,3.3,4.2,8.2,1,0.3,2.4,4.5,11.4,,102,113
11002,2002,Jason Collier,C,24,HOU,25,2,365,6.1,14.2,0.432,0,0.1,0,6.1,14,0.436,3.6,4.8,0.75,4.6,7.6,12.2,1.3,0.9,0.6,1.9,6,15.8,,105,110
11003,2002,Jarron Collins,C,23,UTA,70,68,1440,5.8,12.7,0.461,0,0,0,5.8,12.6,0.462,4.9,6.7,0.74,5.1,5.8,10.9,2.1,1.1,0.8,2.1,8.6,16.6,,113,107
11004,2002,Jason Collins,C,23,NJN,77,9,1407,4.3,10.3,0.421,0,0.1,0.5,4.3,10.3,0.42,4.3,6.1,0.701,4.9,6.3,11.2,3,1.1,1.7,2.7,6.4,13,,104,101
11005,2002,Chris Crawford,PF,26,ATL,7,4,131,8.4,17.9,0.467,0,0.4,0,8.4,17.5,0.477,4.4,6,0.733,3.6,6.4,10,2,0.8,2,4,8.4,21.1,,96,107
11006,2002,Jamal Crawford,PG,21,CHI,23,6,481,9.8,20.6,0.476,2.9,6.4,0.448,6.9,14.2,0.488,1.1,1.4,0.769,0.6,3.2,3.7,6.1,2,0.6,3.5,2,23.6,,102,110
11007,2002,Joe Crispin,PG,22,TOT,21,0,156,8.7,22.9,0.382,5,13.1,0.385,3.7,9.7,0.379,4,4.4,0.923,0.7,3,3.7,8.7,1.7,0,3.4,3.4,26.6,,111,108
11008,2002,Joe Crispin,PG,22,LAL,6,0,27,5.8,23.2,0.25,0,7.7,0,5.8,15.4,0.375,7.7,9.7,0.8,0,1.9,1.9,3.9,1.9,0,1.9,3.9,19.3,,81,106
11009,2002,Joe Crispin,PG,22,PHO,15,0,129,9.4,22.8,0.411,6.1,14.2,0.429,3.3,8.5,0.381,3.3,3.3,1,0.8,3.3,4.1,9.8,1.6,0,3.7,3.3,28.1,,117,108
11010,2002,Austin Croshere,PF,26,IND,76,1,1286,7.5,18.2,0.413,2,5.9,0.338,5.5,12.3,0.449,3.9,4.6,0.851,3,8.9,11.9,3.1,1.1,1.2,2.7,4.3,20.9,,104,104
11011,2002,John Crotty,PG,32,UTA,41,0,802,6.5,13.8,0.471,2.1,4.6,0.449,4.4,9.2,0.482,3.8,4.4,0.864,1.1,3.9,5,9.4,1.3,0.1,3.4,5.1,18.8,,117,109
11012,2002,Vonteego Cummings,PG,25,PHI,58,1,501,8.4,20.2,0.417,1.3,5,0.261,7.1,15.2,0.468,2.6,3.4,0.75,1.5,4.1,5.6,6.5,1.9,0.5,3.9,5.7,20.7,,96,103
11013,2002,Dell Curry,SG,37,TOR,56,4,886,8.6,21.2,0.406,2.7,8,0.344,5.9,13.2,0.444,2,2.3,0.892,1.4,3.5,4.9,3.7,1.3,0.4,2.5,3.1,22,,101,107
11014,2002,Eddy Curry,C,19,CHI,72,31,1150,8.7,17.4,0.501,0,0,0,8.7,17.4,0.501,4.8,7.4,0.656,5.1,7.4,12.5,1.2,0.7,2.4,3.2,8,22.3,,103,107
11015,2002,Michael Curry,SG,33,DET,82,75,1912,3.5,7.7,0.453,0.2,0.7,0.269,3.3,7,0.472,2,2.5,0.791,0.4,4.3,4.7,3.5,1.3,0.3,1.7,5.8,9.2,,102,106
11016,2002,Samuel Dalembert,C,20,PHI,34,0,177,6.7,15.3,0.44,0,0,0,6.7,15.3,0.44,2.1,5.5,0.389,7.6,13.1,20.7,1.5,1.8,4,4.3,9.2,15.6,,88,93
11018,2002,Erick Dampier,C,26,GSW,73,46,1740,6.1,14,0.435,0,0,0,6.1,14,0.435,4,6.2,0.645,4.9,6.4,11.3,2.5,0.5,4.9,4.6,6.9,16.2,,92,108
11019,2002,Antonio Daniels,SG,26,SAS,82,13,2175,6.6,15,0.44,1.4,4.8,0.291,5.2,10.2,0.51,3.9,5.1,0.752,0.6,3.8,4.3,5.6,1.2,0.3,1.7,2.5,18.5,,113,104
11020,2002,Antonio Davis,PF,33,TOR,77,77,2978,7.4,17.5,0.426,0,0,0,7.4,17.5,0.426,5.3,6.5,0.818,4.6,8.8,13.4,2.8,1,1.5,2.9,4.1,20.2,,104,103
11021,2002,Baron Davis,PG,22,CHH,82,82,3318,9,21.6,0.417,2.7,7.7,0.356,6.3,13.9,0.451,3.2,5.5,0.58,1.5,4.1,5.6,11.3,2.8,0.8,4,3.9,23.9,,105,104
11022,2002,Dale Davis,C,32,POR,78,77,2447,6.5,12.7,0.51,0,0,0,6.5,12.7,0.51,3.3,4.7,0.708,5.8,9.4,15.1,2.1,1.4,1.8,1.4,4.2,16.3,,122,103
11023,2002,Emanual Davis,PG,33,ATL,28,20,774,4.7,13.4,0.354,2,5.7,0.341,2.8,7.6,0.363,1.1,1.2,0.889,1.3,3.7,5,4.6,1.8,0.3,3.5,4.6,12.5,,87,109
11024,2002,Hubert Davis,SG,31,WAS,51,17,1231,6.4,14.4,0.448,2.5,5.6,0.452,3.9,8.8,0.445,0.7,0.9,0.762,0.3,3.1,3.4,4.7,1.2,0.1,1.9,2.6,16.1,,109,111
11025,2002,Ricky Davis,SF,22,CLE,82,8,1954,10.2,21.3,0.481,0.3,1,0.314,9.9,20.3,0.489,5.3,6.7,0.79,1.7,4.9,6.6,4.8,1.9,0.6,4,3.9,26.1,,103,109
11026,2002,Andrew DeClercq,C,28,ORL,61,14,633,5.5,12.1,0.45,0,0,0,5.5,12.1,0.45,2.3,4.1,0.56,6,7.2,13.3,1.8,1.9,2,2.8,10.6,13.2,,100,103
11027,2002,Vinny Del Negro,PG,35,PHO,2,0,6,8.7,35,0.25,0,0,0,8.7,35,0.25,0,0,0,0,0,0,17.5,0,0,0,0,17.5,,81,114
11028,2002,Tony Delk,SG,28,TOT,63,17,1447,8.2,21.2,0.384,2.4,7.7,0.313,5.7,13.5,0.425,2.8,3.5,0.804,2.1,5.2,7.3,4.8,1.9,0.4,2.1,3.5,21.6,,102,105
11029,2002,Tony Delk,SG,28,PHO,41,1,877,9.9,24.9,0.399,2.8,8.8,0.32,7.1,16.1,0.442,3.4,4,0.836,2.3,5.1,7.4,4.8,1.9,0.2,2.4,3.6,26,,104,106
11030,2002,Tony Delk,SG,28,BOS,22,16,570,5.5,15.7,0.349,1.8,6.1,0.299,3.6,9.6,0.381,2,2.7,0.733,1.8,5.4,7.2,4.6,2,0.5,1.7,3.5,14.7,,96,103
11031,2002,Derrick Dial,SG,26,TOT,32,0,299,7.2,21.1,0.342,0.2,1.9,0.091,7,19.2,0.367,3.2,4.2,0.75,2.5,7.4,9.8,6.2,1.8,0.7,2.8,2.3,17.8,,88,101
11032,2002,Derrick Dial,SG,26,NJN,25,0,249,6.3,19.7,0.319,0,1.5,0,6.3,18.3,0.345,2.7,3.8,0.722,2.5,6.9,9.4,6.5,1.7,0.8,2.7,2.5,15.3,,85,101
11033,2002,Derrick Dial,SG,26,TOR,7,0,50,11.9,28.1,0.423,1.1,4.3,0.25,10.8,23.8,0.455,5.4,6.5,0.833,2.2,9.7,11.9,4.3,2.2,0,3.2,1.1,30.3,,101,102
11034,2002,Michael Dickerson,SG,26,MEM,4,4,124,6.4,20.4,0.313,3.4,8.9,0.381,3,11.5,0.259,2.1,2.5,0.833,1.3,3.8,5.1,3.8,1.3,0.4,3.4,5.1,18.3,,85,110
11035,2002,DeSagana Diop,C,20,CLE,18,1,109,5.9,14.1,0.414,0,0,0,5.9,14.1,0.414,0.5,2.4,0.2,2.4,5.9,8.3,2.4,0.5,4.9,5.9,9.3,12.2,,67,107
11036,2002,Vlade Divac,C,33,SAC,80,80,2420,7,14.9,0.472,0.1,0.3,0.231,7,14.6,0.477,4.3,7.1,0.615,4.3,9.7,13.9,6.2,1.6,2,3.3,4.8,18.4,,107,99
11037,2002,Michael Doleac,C,24,CLE,42,15,705,5.9,14.1,0.417,0,0,0,5.9,14.1,0.417,2.9,3.5,0.826,3.5,9.1,12.7,1.9,1.1,0.8,2.8,7.4,14.6,,95,108
11038,2002,Keyon Dooling,PG,21,LAC,14,0,155,7.6,19.6,0.386,1.4,4.8,0.286,6.2,14.8,0.419,3.4,4.1,0.833,0,1,1,4.1,1.4,1,3.4,6.9,19.9,,92,111
11039,2002,Bryce Drew,PG,27,CHH,61,0,774,5.4,12.6,0.429,2.1,5,0.425,3.3,7.5,0.431,1.6,2,0.793,1,4,5,7,2.2,0.1,2.3,3.4,14.5,,111,106
11040,2002,Predrag Drobnjak,C,26,SEA,64,12,1174,8.8,19,0.461,0,0.1,0,8.8,18.9,0.464,2.5,3.4,0.753,3.4,6.6,10.1,2.3,0.9,1.4,2.3,5,20.1,,102,107
11041,2002,Chris Dudley,C,36,POR,43,2,327,3.3,8.2,0.4,0,0.3,0,3.3,7.9,0.417,1.3,2.5,0.533,4.4,8.7,13.1,2.1,0.5,2.3,2.3,6.9,7.9,,93,104
11043,2002,Tim Duncan,PF,25,SAS,82,82,3329,12.2,24.1,0.508,0,0.2,0.1,12.2,23.9,0.511,9,11.2,0.799,4.3,12.4,16.7,4.9,1,3.3,4.2,3.5,33.5,,114,96
11044,2002,Howard Eisley,PG,29,NYK,39,0,609,5.2,15.4,0.337,1.2,5.1,0.241,4,10.3,0.385,3.4,4.3,0.796,0.8,3.5,4.3,8.8,2.1,0.3,4.7,4.8,15,,87,108
11045,2002,Obinna Ekezie,PF,26,LAC,29,1,152,4.6,13.7,0.333,0,0,0,4.6,13.7,0.333,9.8,14,0.7,4.2,7.7,11.9,1.1,0.7,2.1,3.5,5.6,18.9,,98,106
11046,2002,LaPhonso Ellis,SF,31,MIA,66,14,1684,6.2,14.7,0.418,1.2,4,0.306,4.9,10.7,0.46,1.7,2.7,0.631,3.5,5.9,9.4,1.8,1,1.2,2.4,6.4,15.3,,96,102
11047,2002,Evan Eschmeyer,C,26,DAL,31,6,299,3.6,8.6,0.42,0,0,0,3.6,8.6,0.42,3.5,5.7,0.606,6.1,10.9,16.9,1.6,1.7,1.6,2.8,10.4,10.7,,102,103
11048,2002,Maurice Evans,SG,23,MIN,10,0,45,10.6,22.4,0.474,0,3.5,0,10.6,18.9,0.563,3.5,4.7,0.75,3.5,1.2,4.7,4.7,0,0,2.4,10.6,24.7,,108,113
11049,2002,Patrick Ewing*,C,39,ORL,65,4,901,8.5,19,0.444,0,0.1,0,8.5,19,0.446,5.4,7.7,0.701,3.4,11.6,15,2,1.3,2.6,3.7,7.4,22.3,,96,101
11050,2002,Danny Ferry,SF,35,SAS,50,2,799,5.1,11.8,0.429,2.9,6.6,0.434,2.2,5.2,0.423,2.3,2.4,0.944,1,5,6,3.2,1.1,0.6,1.5,4.7,15.3,,119,103
11051,2002,Michael Finley,SF,28,DAL,69,69,2754,10.7,23.1,0.463,1.4,4.2,0.339,9.3,18.8,0.491,3.9,4.7,0.837,1.7,5.1,6.8,4.3,1.2,0.5,2.2,2.7,26.7,,110,110
11052,2002,Derek Fisher,PG,27,LAL,70,35,1974,7.2,17.6,0.411,3.8,9.2,0.413,3.4,8.4,0.41,2.5,2.9,0.847,0.4,3.5,3.9,4.8,1.7,0.2,1.6,3.2,20.8,,114,105
11053,2002,Marcus Fizer,PF,23,CHI,76,20,1963,10,22.9,0.438,0.2,1.1,0.171,9.8,21.8,0.451,5.1,7.6,0.668,3.5,8.1,11.5,3.2,1.3,0.6,3.5,5,25.3,,95,108
11054,2002,Isaac Fontaine,SG,26,MEM,6,0,75,2.1,9.8,0.214,0.7,3.5,0.2,1.4,6.3,0.222,2.8,4.2,0.667,0,3.5,3.5,2.8,0,0,2.8,4.2,7.7,,66,113
11055,2002,Alton Ford,PF,20,PHO,53,0,452,7.1,13.7,0.517,0,0,0,7.1,13.7,0.517,4.9,6.6,0.737,3.7,8.7,12.4,0.8,0.7,0.8,3.7,11.5,19,,103,105
11056,2002,Joseph Forte,SG,20,BOS,8,0,39,1.3,16,0.083,0,4,0,1.3,12,0.111,5.3,5.3,1,1.3,6.7,8,8,2.7,0,4,1.3,8,,60,101
11057,2002,Danny Fortson,PF,25,GSW,77,76,2216,7.1,16.5,0.428,0,0.1,0.25,7.1,16.5,0.429,5.6,7.1,0.795,6.6,14,20.6,2.9,1,0.4,3.7,5.8,19.8,,105,105
11058,2002,Greg Foster,PF,33,MIL,6,0,24,4.4,20,0.222,0,8.9,0,4.4,11.1,0.4,6.7,8.9,0.75,0,17.7,17.7,2.2,0,0,0,8.9,15.5,,79,103
11059,2002,Jeff Foster,C,25,IND,82,48,1786,5.2,11.5,0.449,0.1,0.4,0.133,5.1,11.1,0.462,3.2,5.3,0.61,6,10.2,16.3,2,2.1,1.1,2.3,6.8,13.7,,105,101
11060,2002,Antonis Fotsis,PF,20,MEM,28,1,320,6.9,17.1,0.404,1.2,3.8,0.304,5.8,13.3,0.432,2.8,3.3,0.85,4.1,6.1,10.2,1.6,1.5,1.8,3.5,3.6,17.8,,93,107
11061,2002,Tremaine Fowlkes,SF,25,LAC,22,17,343,3.9,9.9,0.391,0,0,0,3.9,9.9,0.391,3.7,4.8,0.774,5,5,9.9,2.6,1.7,0.2,2,6.1,11.5,,107,108
11062,2002,Rick Fox,SF,32,LAL,82,82,2289,5.8,13.8,0.421,1.5,4.7,0.313,4.3,9,0.479,1.6,1.9,0.824,2,6.8,8.9,6.4,1.5,0.5,3,5.6,14.7,,103,103
11064,2002,Adonal Foyle,C,26,GSW,79,36,1485,5.8,13.2,0.444,0,0,0,5.8,13.2,0.444,1.3,3.2,0.398,5.1,8,13.1,1.4,1.2,5.7,2.6,6.1,13,,93,104
11065,2002,Steve Francis,PG,24,HOU,57,56,2343,9.8,23.4,0.417,1.6,4.9,0.324,8.2,18.5,0.442,7.6,9.8,0.773,2.4,6.9,9.3,8.4,1.6,0.6,5.1,4,28.7,,104,109
11066,2002,Lawrence Funderburke,PF,31,SAC,56,1,722,8,17,0.469,0,0.2,0,8,16.8,0.475,2.4,3.9,0.607,5.3,8.5,13.8,2.2,0.8,1.3,2.3,4.5,18.4,,104,102
11067,2002,Kevin Garnett,PF,25,MIN,81,81,3175,11,23.4,0.47,0.6,1.9,0.319,10.4,21.5,0.484,6,7.5,0.801,4.1,12.3,16.4,7,1.6,2.1,3.8,3.1,28.6,,111,101
11068,2002,Dean Garrett,C,35,TOT,34,0,183,5.2,15.8,0.327,0,0,0,5.2,15.8,0.327,0,0.9,0,4.6,11.8,16.4,1.4,2,2.9,2.9,9.2,10.4,,74,99
11069,2002,Dean Garrett,C,35,MIN,29,0,152,4.9,14,0.35,0,0,0,4.9,14,0.35,0,1,0,4.5,11.9,16.4,1.4,1.7,3.1,2.4,9.1,9.8,,78,99
11070,2002,Dean Garrett,C,35,GSW,5,0,31,6.6,24.6,0.267,0,0,0,6.6,24.6,0.267,0,0,0,4.9,11.5,16.4,1.6,3.3,1.6,4.9,9.8,13.1,,61,101
11071,2002,Pat Garrity,PF,25,ORL,80,43,2406,7,16.4,0.426,3.6,8.5,0.427,3.4,7.9,0.426,1.3,1.6,0.836,1.6,5.6,7.2,2.1,1.3,0.6,1.5,4.9,18.9,,111,107
11072,2002,Pau Gasol,C,21,MEM,82,79,3007,9.7,18.6,0.518,0,0.1,0.2,9.6,18.6,0.519,5.9,8.4,0.709,4.2,8.6,12.8,3.9,0.7,3,3.9,3.4,25.2,,108,105
11073,2002,Chris Gatling,PF,34,MIA,54,1,809,8.9,19.9,0.447,0.1,0.5,0.125,8.8,19.3,0.456,5.6,7.9,0.701,4.8,9.2,14,1.7,1.2,0.7,3.9,7.4,23.4,,97,100
11074,2002,Matt Geiger,C,32,PHI,4,0,36,1.5,12,0.125,0,0,0,1.5,12,0.125,1.5,3,0.5,4.5,4.5,9,0,0,3,3,3,4.5,,48,104
11075,2002,Devean George,SF,24,LAL,82,1,1759,6.4,15.5,0.411,2,5.3,0.371,4.4,10.2,0.432,2.5,3.7,0.675,2.3,6.7,9,3.3,2.1,1.2,2,5.6,17.2,,105,101
11076,2002,Eddie Gill,PG,23,MEM,23,5,384,5.4,12.6,0.424,1,3,0.318,4.4,9.6,0.457,4.3,5.4,0.795,1,2.9,3.8,6.7,1.5,0.4,4.7,5.2,15.9,,95,110
11077,2002,Kendall Gill,SG,33,MIA,65,49,1410,6.3,16.4,0.384,0.2,1.7,0.136,6.1,14.7,0.413,1.6,2.4,0.677,1.1,6,7.2,3.9,1.7,0.3,2.1,5.5,14.5,,87,101
11078,2002,Dion Glover,SG,23,ATL,55,25,1156,8.7,20.6,0.421,1.4,4.1,0.33,7.3,16.5,0.444,3.5,4.7,0.757,1.6,6,7.6,3.8,2,0.6,3.4,4,22.2,,96,107
11079,2002,Steve Goodrich,SF,25,NJN,9,0,50,2.1,10.5,0.2,0,0,0,2.1,10.5,0.2,1,2.1,0.5,1,4.2,5.2,5.2,1,2.1,3.1,10.5,5.2,,59,102
11080,2002,Brian Grant,PF,29,MIA,72,72,2256,7,14.8,0.469,0,0,0,7,14.8,0.47,2.5,2.9,0.849,4.1,9.9,14,3.3,1.2,0.8,3,5.7,16.4,,101,100
11081,2002,Horace Grant,C,36,ORL,76,76,2210,6.2,12,0.513,0,0,0,6.2,12,0.513,1.9,2.6,0.721,3.7,7.5,11.2,2.4,1.3,1.1,1.2,2.8,14.2,,117,105
11082,2002,Adrian Griffin,SG,27,DAL,58,34,1383,6.7,13.4,0.499,0.6,2,0.296,6.1,11.4,0.534,1.5,1.8,0.837,2.5,6,8.6,4,2.8,0.4,1.6,5.3,15.5,,115,106
11083,2002,Eddie Griffin,PF,19,HOU,73,24,1896,7,19.1,0.366,2.6,7.8,0.33,4.4,11.3,0.392,1.8,2.5,0.744,3.4,8.6,11.9,1.5,0.5,3.8,1.3,3.4,18.4,,101,107
11084,2002,Tom Gugliotta,PF,32,PHO,44,40,1129,5.9,14,0.422,0.1,0.4,0.333,5.8,13.6,0.425,1.3,1.7,0.757,2.7,7.5,10.3,3.6,1.8,1.4,2.8,5.4,13.3,,92,103
11085,2002,A.J. Guyton,PG,23,CHI,45,6,607,7.7,21.3,0.361,4,10.7,0.374,3.7,10.6,0.347,1.9,2.4,0.815,1,2.8,3.8,7.1,0.9,0.6,3.2,2,21.3,,97,112
11087,2002,Darvin Ham,SF,28,MIL,70,2,1208,5.3,9.3,0.569,0,0.3,0.143,5.2,9,0.583,2.7,5.4,0.504,4,4.9,8.9,3.2,1.1,1.6,3.7,7.7,13.3,,102,109
11088,2002,Richard Hamilton,SG,23,WAS,63,57,2203,11.6,26.7,0.435,0.4,1,0.381,11.2,25.7,0.438,7.4,8.3,0.89,1.8,3.5,5.3,4.2,0.9,0.3,3.3,3.4,31.1,,105,111
11089,2002,Tang Hamilton,SF,23,MIA,9,2,98,5.6,10.6,0.526,0,0.6,0,5.6,10.1,0.556,0,0.6,0,3.4,6.7,10.1,2.8,2.2,0,1.1,5.6,11.2,,110,100
11090,2002,Zendon Hamilton,PF,26,DEN,54,15,848,6.5,15.3,0.42,0,0,0,6.5,15.3,0.42,7.4,11.3,0.652,6.9,9,15.8,0.9,1.3,1.1,3.8,6.5,20.3,,100,107
11091,2002,Anfernee Hardaway,SG,30,PHO,80,55,2462,8.3,19.9,0.418,0.5,1.8,0.277,7.8,18.1,0.432,3.4,4.2,0.81,2.1,5.4,7.5,6.9,2.6,0.7,4,3.9,20.4,,96,104
11092,2002,Tim Hardaway,PG,35,TOT,68,16,1601,7.3,20.1,0.365,4,11.5,0.347,3.3,8.6,0.387,2.5,3.1,0.794,0.5,3.6,4,9,1.9,0.3,3.6,3.5,21.2,,102,110
11093,2002,Tim Hardaway,PG,35,DAL,54,2,1276,7.3,20,0.362,3.8,11.3,0.341,3.4,8.7,0.391,2.6,3.2,0.833,0.5,3.4,3.9,8.1,1.6,0.3,3,3.4,21,,103,111
11094,2002,Tim Hardaway,PG,35,DEN,14,14,325,7.7,20.6,0.373,4.6,12.3,0.373,3.1,8.3,0.373,2,3.1,0.632,0.2,4.2,4.4,12.6,2.8,0.3,6.2,4.1,21.9,,96,108
11095,2002,Matt Harpring,SF,25,PHI,81,81,2541,8.2,17.8,0.461,0.4,1.5,0.304,7.8,16.3,0.475,3.5,4.7,0.743,4.3,7.9,12.2,2.3,1.5,0.1,2.7,4.3,20.4,,105,102
11096,2002,Al Harrington,PF,21,IND,44,1,1313,9.1,19.2,0.475,0,0.1,0.333,9.1,19.1,0.476,4.6,5.7,0.799,3.8,7.2,11,2.1,1.6,0.8,3.1,6.6,22.9,,103,104
11097,2002,Othella Harrington,PF,28,NYK,77,4,1563,8.1,15.4,0.527,0,0.1,0,8.1,15.3,0.529,4.2,5.9,0.709,4.3,7.7,11.9,1.3,1,1.2,3.3,8.6,20.4,,105,106
11098,2002,Lucious Harris,SG,31,NJN,74,0,1553,8.4,18.1,0.464,1.5,4,0.373,6.9,14.1,0.489,4.5,5.3,0.842,1.6,5.3,7,3.9,1.8,0.2,2.1,3.3,22.7,,113,102
11099,2002,Jason Hart,PG,23,SAS,10,0,92,5.8,11,0.526,0,1.2,0,5.8,9.9,0.588,3.5,3.5,1,2.3,5.2,7.5,7,4.1,0.6,4.6,9.3,15.1,,106,97
11100,2002,Antonio Harvey,PF,31,SEA,5,3,47,4.6,13.8,0.333,0,0,0,4.6,13.8,0.333,1.1,2.3,0.5,5.7,4.6,10.3,5.7,1.1,3.4,3.4,9.2,10.3,,87,106
11101,2002,Donnell Harvey,PF,21,TOT,47,4,841,6.8,13.6,0.498,0,0,0,6.8,13.6,0.498,3.4,5.7,0.6,5,9.2,14.3,2.3,1.3,1.5,2.1,7.2,17,,110,106
11102,2002,Donnell Harvey,PF,21,DAL,18,0,162,4.5,8.3,0.538,0,0,0,4.5,8.3,0.538,3.2,7,0.455,3.8,10.9,14.7,1.6,1.3,1.6,2.6,8.6,12.1,,103,104
11103,2002,Donnell Harvey,PF,21,DEN,29,4,679,7.4,14.9,0.492,0,0,0,7.4,14.9,0.492,3.4,5.3,0.647,5.3,8.8,14.2,2.5,1.3,1.5,2,6.9,18.2,,111,106
11104,2002,Trenton Hassell,SG,22,CHI,78,47,2237,6.3,14.9,0.425,1.4,3.9,0.364,4.9,11,0.447,2.1,2.7,0.763,1.5,4.5,6,4.1,1.3,1,2.4,4.4,16.1,,99,110
11105,2002,Kirk Haston,PF,22,CHH,15,0,77,7.6,27.1,0.282,0,2.1,0,7.6,25,0.306,2.8,5.6,0.5,3.5,10.4,13.9,3.5,0,0.7,2.1,6.3,18.1,,75,105
11106,2002,Brendan Haywood,C,22,WAS,62,2,1266,4.7,9.5,0.493,0,0,0,4.7,9.5,0.493,4.2,6.9,0.606,6.1,7.7,13.8,1.2,0.9,3.9,2.1,6.8,13.5,,112,104
