,Year_stats,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
6770,1994,A.C. Green,PF,30,PHO,82,55,2825,8.2,16.3,0.502,0.1,0.6,0.229,8,15.6,0.513,4.7,6.4,0.735,4.8,8.4,13.2,2.4,1.2,0.7,1.8,2.5,21.1,,120,107
6771,1994,Litterial Green,PG,23,ORL,29,0,126,8.8,22.8,0.386,0.4,1.6,0.25,8.4,21.2,0.396,11.2,14.8,0.757,2.4,2.4,4.8,3.6,2.4,0.4,5.2,6.4,29.2,,99,109
6772,1994,Sean Green,SG,23,TOT,36,0,334,9.5,27.5,0.344,1.5,6.2,0.244,8,21.3,0.373,2,2.7,0.722,1.5,3.6,5.1,2.4,2.7,0.9,4.1,3.2,22.4,,77,110
6773,1994,Sean Green,SG,23,PHI,35,0,332,9.5,27.5,0.346,1.5,6.2,0.244,8,21.3,0.376,2,2.7,0.722,1.5,3.6,5.1,2.4,2.7,0.9,4.1,3.2,22.5,,77,110
6774,1994,Sean Green,SG,23,UTA,1,0,2,0,25.8,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,114
6775,1994,Tom Gugliotta,PF,24,WSB,78,78,2795,9.7,20.8,0.466,0.7,2.7,0.27,9,18.1,0.495,3.8,5.6,0.685,3.4,9.7,13,4.9,3.1,0.9,4.4,3.1,23.9,,101,107
6776,1994,Andres Guibert,C,25,MIN,5,0,33,9.2,30.7,0.3,0,0,0,9.2,30.7,0.3,4.6,9.2,0.5,15.4,9.2,24.6,3.1,0,1.5,9.2,9.2,23,,74,110
6777,1994,Jay Guidinger,C,24,CLE,32,0,131,6.4,12.8,0.5,0,0,0,6.4,12.8,0.5,6,8.4,0.714,6,7.2,13.2,1.2,1.6,2,6.4,9.2,18.8,,94,104
6778,1994,Jack Haley,PF,30,SAS,28,0,94,11.9,27.2,0.438,0,0,0,11.9,27.2,0.438,9.6,11.9,0.81,3.4,10.2,13.6,0.6,0,0,5.7,10.2,33.4,,98,106
6779,1994,Geert Hammink,C,24,ORL,1,0,3,16.8,50.4,0.333,0,0,0,16.8,50.4,0.333,0,0,0,16.8,0,16.8,16.8,0,0,0,16.8,33.6,,106,116
6780,1994,Tom Hammonds,PF,26,DEN,74,2,877,6.5,13.1,0.5,0,0,0,6.5,13.1,0.5,4,5.9,0.683,3.5,7.8,11.3,1.9,1.1,0.7,2.3,5.2,17.1,,110,104
6781,1994,Anfernee Hardaway,PG,22,ORL,82,82,3015,8.5,18.3,0.466,0.8,3.1,0.267,7.7,15.1,0.507,4.1,5.5,0.742,3.2,4.1,7.3,9.1,3.2,0.9,4.9,3.4,22,,107,106
6782,1994,Derek Harper,PG,32,TOT,82,55,2204,7.1,17.3,0.407,1.7,4.7,0.36,5.4,12.6,0.425,2.6,3.8,0.687,0.5,2.8,3.3,7.8,2.9,0.2,3.1,3.8,18.4,,102,104
6783,1994,Derek Harper,PG,32,DAL,28,28,893,7.4,19.5,0.38,2.1,6,0.352,5.3,13.5,0.392,1.6,2.8,0.56,0.6,2.6,3.1,5.6,2.6,0.2,3.1,2.6,18.5,,94,111
6784,1994,Derek Harper,PG,32,NYK,54,27,1311,6.8,15.9,0.43,1.4,3.9,0.367,5.4,12,0.451,3.3,4.5,0.743,0.4,3,3.4,9.3,3.2,0.2,3.2,4.6,18.4,,108,99
6785,1994,Ron Harper,SG,30,LAC,75,75,2856,9.6,22.5,0.426,1.2,4,0.301,8.4,18.5,0.453,5,7.1,0.715,2.2,5.6,7.8,5.8,2.4,0.9,4.1,2.8,25.4,,99,108
6787,1994,Lucious Harris,SG,23,DAL,77,0,1165,7.1,16.8,0.421,0.3,1.4,0.212,6.8,15.4,0.44,3.8,5.2,0.731,2,4.9,6.8,4.6,2.1,0.4,3.4,5.1,18.2,,97,110
6788,1994,Tony Harris,SG,26,BOS,5,0,88,5.1,17.7,0.29,1.7,5.1,0.333,3.4,12.5,0.273,13.1,14.3,0.92,1.7,4,5.7,4.6,2.3,0,3.4,4.6,25.1,,109,110
6789,1994,Antonio Harvey,PF,23,LAL,27,6,247,5.9,16.1,0.367,0,0,0,5.9,16.1,0.367,2.4,5.3,0.462,5.3,6.7,12,1,1.6,3.9,3.5,7.9,14.3,,82,107
6790,1994,Scott Haskin,C,23,IND,27,2,186,5.8,12.4,0.467,0,0,0,5.8,12.4,0.467,3.6,5.3,0.684,4.7,10.5,15.2,1.7,0.6,4.1,3.6,9.1,15.2,,99,101
6791,1994,Hersey Hawkins,SG,27,CHH,82,82,2648,7.3,16,0.46,1.4,4.4,0.332,5.9,11.6,0.508,5.8,6.7,0.862,1.7,5.4,7,4,2.5,0.4,2.9,3.1,21.9,,113,108
6792,1994,Skeeter Henry,SG,26,PHO,4,0,15,3.3,16.5,0.2,0,6.6,0,3.3,9.9,0.333,6.6,13.2,0.5,0,6.6,6.6,13.2,0,0,3.3,3.3,13.2,,82,112
6793,1994,Steve Henson,PG,25,CHH,3,0,17,2.9,5.8,0.5,2.9,2.9,1,0,2.9,0,0,0,0,0,2.9,2.9,14.5,0,0,2.9,8.7,8.7,,133,115
6794,1994,Carl Herrera,PF,27,HOU,75,0,1292,5.6,12.1,0.458,0,0,0,5.6,12.1,0.458,2.7,3.8,0.711,4,7.2,11.1,1.4,1.3,1,2.7,6.2,13.8,,98,102
6795,1994,Rod Higgins,SF,34,CLE,36,11,547,6.8,15.6,0.436,2.1,4.8,0.44,4.7,10.8,0.434,3,4,0.738,2.4,5.5,7.9,3.4,2.4,1.3,2,5.1,18.7,,111,104
6796,1994,Tyrone Hill,PF,25,CLE,57,20,1447,7.8,14.4,0.543,0,0.1,0,7.8,14.3,0.545,6.2,9.3,0.668,6.7,11.4,18.1,1.7,1.9,1.3,2.8,7,21.8,,118,101
6797,1994,Donald Hodge,C,24,DAL,50,0,428,5.5,12,0.455,0,0,0,5.5,12,0.455,5.2,6.2,0.846,5.5,5.8,11.3,3.8,1.8,1.5,3.6,7.8,16.1,,109,109
6798,1994,Tito Horford,C,28,WSB,3,0,28,0,3.6,0,0,0,0,0,3.6,0,0,0,0,1.8,3.6,5.4,0,1.8,5.4,1.8,5.4,0,,22,110
6799,1994,Jeff Hornacek,SG,30,TOT,80,62,2820,8.5,18,0.47,1.3,3.7,0.337,7.2,14.3,0.505,4.7,5.3,0.878,1.1,3.9,5,7.5,2.3,0.2,3.1,3.3,22.8,,112,110
6800,1994,Jeff Hornacek,SG,30,PHI,53,53,1994,8.2,18,0.455,1.3,4.2,0.313,6.9,13.8,0.497,4.5,5.1,0.873,1,4.3,5.3,7.9,2.4,0.3,3.5,2.9,22.1,,109,111
6801,1994,Jeff Hornacek,SG,30,UTA,27,9,826,9.2,18,0.509,1.1,2.6,0.429,8,15.4,0.522,5.1,5.7,0.891,1.2,3,4.2,6.5,2,0.2,2.1,4.4,24.6,,123,107
6802,1994,Robert Horry,SF,23,HOU,81,81,2370,6.9,15,0.459,0.9,2.9,0.324,5.9,12.1,0.491,2.5,3.3,0.732,2.7,6.7,9.4,4.9,2.5,1.6,2.9,4,17.1,,104,100
6803,1994,Allan Houston,SG,22,DET,79,20,1519,9.1,22.5,0.405,1.2,3.9,0.299,8,18.6,0.428,3,3.6,0.824,0.6,3.4,4,3.4,1.1,0.4,3.3,5.5,22.4,,91,114
6804,1994,Byron Houston,PF,24,GSW,71,2,866,4.5,9.9,0.458,0.1,0.4,0.143,4.5,9.5,0.471,1.8,3,0.611,3.7,7.1,10.9,1.8,1.8,1.7,2.7,10.1,11,,96,105
6805,1994,Stephen Howard,SF,23,UTA,9,0,53,9.7,16.5,0.588,0,0,0,9.7,16.5,0.588,10.7,15.6,0.688,9.7,5.8,15.6,1,1,2.9,5.8,12.6,30.1,,114,104
6806,1994,Jay Humphries,SG,31,UTA,75,19,1619,7.4,17,0.436,1.2,3.1,0.396,6.2,14,0.444,1.8,2.4,0.75,1.1,2.9,4,7,2.1,0.4,3,5.3,17.9,,101,107
6807,1994,Lindsey Hunter,PG,23,DET,82,26,2172,7.9,21,0.375,1.6,4.9,0.333,6.2,16.1,0.388,2.4,3.3,0.732,1.1,3.3,4.4,9.2,2.8,0.2,4.3,4.1,19.8,,92,111
6808,1994,Bobby Hurley,PG,22,SAC,19,19,499,5.3,14.4,0.37,0.2,1.6,0.125,5.1,12.8,0.4,2.4,3,0.8,0.6,2.8,3.4,11.3,1.3,0.1,4.7,2.8,13.2,,88,113
6810,1994,Jaren Jackson,SG,26,POR,29,0,187,8.8,22.6,0.391,0,1.6,0,8.8,21,0.42,3.1,3.6,0.857,1.6,2.9,4.4,7,1,0.5,3.6,5.2,20.8,,93,110
6811,1994,Jim Jackson,SG,23,DAL,82,82,3066,10.6,23.7,0.445,0.3,1,0.283,10.3,22.7,0.452,4.7,5.7,0.821,2.8,3.6,6.4,6.2,1.4,0.4,5.5,2.7,26.1,,97,113
6812,1994,Mark Jackson,PG,28,LAC,79,79,2711,5.9,13,0.452,0.6,2.3,0.283,5.2,10.8,0.488,3,3.8,0.791,1.9,4.3,6.2,12.1,2.1,0.1,4.1,2,15.4,,107,111
6813,1994,Stanley Jackson,SG,23,MIN,17,0,92,9.4,18.2,0.515,0.6,2.8,0.2,8.8,15.4,0.571,1.7,1.7,1,6.6,8.3,14.9,8.8,2.8,0,5.5,7.2,20.9,,105,106
6814,1994,Dave Jamerson,SG,26,TOT,5,0,14,0,25.3,0,0,0,0,0,25.3,0,7.2,10.8,0.667,0,14.5,14.5,3.6,0,0,3.6,0,7.2,,33,104
6815,1994,Dave Jamerson,SG,26,UTA,1,0,4,0,25.8,0,0,0,0,0,25.8,0,12.9,12.9,1,0,12.9,12.9,0,0,0,0,0,12.9,,54,104
6816,1994,Dave Jamerson,SG,26,NJN,4,0,10,0,25.1,0,0,0,0,0,25.1,0,5,10,0.5,0,15.1,15.1,5,0,0,5,0,5,,26,104
6817,1994,Henry James,PF,28,LAC,12,0,75,10.3,27,0.381,2.6,11.6,0.222,7.7,15.4,0.5,3.2,3.2,1,3.9,5.1,9,0.6,1.3,0,1.3,5.8,26.3,,101,111
6818,1994,Keith Jennings,PG,25,GSW,76,2,1097,6.1,15.1,0.404,2.5,6.7,0.371,3.6,8.4,0.429,4.4,5.3,0.833,0.7,3.2,3.9,9.6,2.9,0,3.3,2.7,19.1,,114,108
6819,1994,Chris Jent,SF,24,HOU,3,0,78,8.4,16.8,0.5,2.6,7.1,0.364,5.8,9.7,0.6,0.6,1.3,0.5,2.6,7.1,9.7,4.5,0,0,3.2,8.4,20.1,,107,106
6820,1994,Avery Johnson,PG,28,GSW,82,70,2332,7.4,15,0.492,0,0.2,0,7.4,14.8,0.5,3.7,5.3,0.704,0.9,2.8,3.7,9,2.3,0.2,3.6,3.3,18.5,,108,109
6821,1994,Dave Johnson,SG,23,CHI,17,0,119,7.5,23.7,0.315,0,0.4,0,7.5,23.3,0.321,5.7,9.2,0.619,3.9,3.1,7,1.8,1.8,0,3.9,3.1,20.6,,81,106
6822,1994,Eddie Johnson,SF,34,CHH,73,27,1460,11.4,24.9,0.459,2,5.1,0.393,9.4,19.8,0.476,3.3,4.3,0.78,2.7,4.9,7.6,4.2,1.2,0.3,2.8,4.8,28.2,,106,111
6823,1994,Ervin Johnson,C,26,SEA,45,3,280,7.9,19.1,0.415,0,0,0,7.9,19.1,0.415,5.2,8.3,0.63,8.6,12.6,21.3,1.3,1.8,4,4.3,8.1,21.1,,98,95
6824,1994,Frank Johnson,PG,35,PHO,70,5,875,7.6,17,0.448,0.1,0.7,0.167,7.5,16.3,0.46,3.1,3.9,0.783,1.6,3,4.6,8.4,2.3,0.1,3.7,6.8,18.4,,103,109
6825,1994,Kevin Johnson,PG,27,PHO,67,67,2449,9.7,19.9,0.487,0.1,0.5,0.222,9.5,19.3,0.494,7.7,9.4,0.819,1.1,2.3,3.4,12.9,2.5,0.2,4.8,2.6,27.1,,116,109
6826,1994,Larry Johnson,PF,24,CHH,51,51,1757,9.7,18.8,0.515,0.1,0.6,0.238,9.6,18.2,0.524,3.8,5.5,0.695,4,8.5,12.5,5.2,0.8,0.4,3.2,3.7,23.4,,110,109
6827,1994,Charles Jones,C,36,DET,42,0,877,2.1,4.5,0.462,0,0.1,0,2.1,4.5,0.468,1.1,2,0.559,5.2,8.5,13.7,1.7,0.8,2.5,0.7,7.9,5.3,,123,109
6828,1994,Popeye Jones,PF,23,DAL,81,47,1773,5.6,11.7,0.479,0,0,0,5.6,11.6,0.48,2.2,3.1,0.729,8.6,8.8,17.3,2.8,1.7,0.9,2.7,7,13.4,,111,108
6829,1994,Adonis Jordan,PG,23,DEN,6,0,79,3.8,14.5,0.261,1.9,6.3,0.3,1.9,8.2,0.231,0,0,0,1.9,1.9,3.8,12,0,0.6,3.8,3.8,9.5,,86,110
6830,1994,Reggie Jordan,SG,26,LAL,23,0,259,8.5,20,0.427,0.4,0.8,0.5,8.2,19.2,0.424,6.8,9.9,0.686,8.9,4.1,13,5,2.7,1,2.7,5,24.3,,113,109
6831,1994,Adam Keefe,PF,23,ATL,63,1,763,6.4,14.2,0.451,0,0,0,6.4,14.2,0.451,5.4,7.4,0.73,5.1,8.3,13.4,2.3,1.3,0.6,4,5.3,18.2,,101,103
6833,1994,Shawn Kemp,PF,24,SEA,79,73,2597,10.4,19.2,0.538,0,0.1,0.25,10.3,19.2,0.54,7.1,9.5,0.741,6.1,10.5,16.5,4,2.8,3.2,5,6.1,27.8,,112,96
6834,1994,Tim Kempton,PF,30,TOT,13,0,136,5.5,14,0.395,0,0,0,5.5,14,0.395,3.3,5.9,0.563,3.7,5.1,8.8,3.3,2.2,0.7,4,12.1,14.3,,86,108
6835,1994,Tim Kempton,PF,30,CHH,9,0,103,4.3,12.4,0.346,0,0,0,4.3,12.4,0.346,3.3,4.8,0.7,2.9,3.8,6.7,2.9,1.9,0.5,1.9,11.9,11.9,,93,110
6836,1994,Tim Kempton,PF,30,CLE,4,0,33,9.5,19,0.5,0,0,0,9.5,19,0.5,3.2,9.5,0.333,6.3,9.5,15.9,4.8,3.2,1.6,11.1,12.7,22.2,,75,99
6837,1994,Steve Kerr,PG,28,CHI,82,0,2036,7.4,14.8,0.497,1.3,3.2,0.419,6,11.6,0.519,2.1,2.5,0.856,0.7,2.7,3.4,5.4,1.9,0.1,1.5,2.5,18.2,,121,106
6838,1994,Jerome Kersey,SF,31,POR,78,6,1276,7.7,17.9,0.433,0,0.3,0.125,7.7,17.6,0.438,3.8,5.1,0.748,4.9,7.7,12.6,2.9,2.7,1.9,2.4,8.1,19.3,,105,102
6839,1994,Alec Kessler,PF,27,MIA,15,0,66,8.5,19.4,0.44,3.9,7,0.556,4.7,12.4,0.375,4.7,6.2,0.75,3.1,4.7,7.8,1.6,0.8,0.8,3.9,10.9,25.6,,109,109
6840,1994,Warren Kidd,PF,23,PHI,68,14,884,5.7,9.6,0.592,0,0,0,5.7,9.6,0.592,2.7,4.9,0.547,4.3,8.9,13.2,1.1,1.1,1.3,2.5,7.3,14,,109,109
6841,1994,Chris King,SF,24,SEA,15,0,86,11.1,28.2,0.396,1.2,4.1,0.286,10,24.1,0.415,8.8,15.3,0.577,2.9,5.9,8.8,6.5,2.3,0,7,7,32.3,,91,103
6842,1994,Rich King,C,24,SEA,27,0,78,9.7,22,0.441,0,0.6,0,9.7,21.3,0.455,7.1,14.2,0.5,5.8,7.1,12.9,5.2,0.6,1.3,4.5,11.6,26.5,,99,104
6843,1994,Stacey King,C,27,TOT,49,30,1053,7.1,16.7,0.428,0,0.1,0,7.1,16.6,0.431,4.5,6.6,0.684,4.4,7.4,11.8,2.8,1.5,2.1,4.1,5.9,18.8,,95,105
6844,1994,Stacey King,C,27,CHI,31,15,537,6.6,16.6,0.398,0,0.2,0,6.6,16.4,0.402,3.5,5.2,0.679,4.9,8,12.8,3.8,1.8,1.2,4.2,6.2,16.7,,92,102
6845,1994,Stacey King,C,27,MIN,18,15,516,7.7,16.7,0.459,0,0,0,7.7,16.7,0.459,5.6,8.2,0.687,3.9,6.8,10.7,1.9,1.3,2.9,3.9,5.6,20.9,,98,108
6846,1994,Greg Kite,C,32,ORL,29,0,309,2.1,5.7,0.371,0,0,0,2.1,5.7,0.371,1.3,3.6,0.364,3.6,7.8,11.4,0.7,0.3,2,2.8,10,5.5,,76,108
6847,1994,Joe Kleine,C,32,PHO,74,4,848,7.3,15,0.488,0.3,0.6,0.455,7,14.3,0.49,1.8,2.3,0.769,2.9,8.4,11.3,2.6,0.8,1.1,2,6.9,16.7,,108,107
6848,1994,Negele Knight,PG,26,TOT,65,18,1438,8.3,17.6,0.474,0.1,0.8,0.19,8.2,16.8,0.487,5.2,6.4,0.81,1,2.8,3.8,7.3,1.3,0.4,3.5,4.5,22,,110,109
6849,1994,Negele Knight,PG,26,PHO,1,0,8,6.2,24.8,0.25,0,0,0,6.2,24.8,0.25,0,0,0,0,0,0,0,0,6.2,0,6.2,12.4,,62,110
6850,1994,Negele Knight,PG,26,SAS,64,18,1430,8.3,17.5,0.476,0.1,0.8,0.19,8.2,16.8,0.489,5.3,6.5,0.81,1,2.8,3.8,7.3,1.3,0.4,3.5,4.5,22.1,,110,109
6851,1994,Jon Koncak,C,30,ATL,82,78,1823,4.4,10.3,0.431,0,0.1,0,4.4,10.2,0.434,0.7,1,0.667,2.3,7.9,10.2,2.8,1.8,3.5,1.2,6.6,9.6,,102,100
6852,1994,Larry Krystkowiak,PF,29,ORL,34,11,682,5.3,10.9,0.48,0,0.1,0,5.3,10.9,0.483,2.3,2.9,0.795,2.8,6.3,9.1,2.6,1,0.3,2.1,5.5,12.8,,107,109
6853,1994,Toni Kukoc,SF,25,CHI,75,8,1808,9,21,0.431,0.9,3.4,0.271,8.1,17.6,0.462,4.5,6.1,0.743,2.8,5.7,8.6,7.3,2.3,1,4.8,3.5,23.5,,100,102
6854,1994,Christian Laettner,PF,24,MIN,70,67,2428,8.3,18.4,0.448,0.1,0.5,0.24,8.1,17.9,0.455,7.8,10,0.783,3.3,9.2,12.6,6.4,1.8,1.8,5.4,5.5,24.5,,102,106
6855,1994,Bill Laimbeer,C,36,DET,11,5,248,9.7,18.5,0.522,0.6,1.8,0.333,9,16.6,0.543,2.3,2.7,0.846,1.8,9.7,11.5,2.9,1.2,0.8,2.1,6.2,22.2,,111,109
6856,1994,Andrew Lang,C,27,ATL,82,0,1608,6.8,14.5,0.469,0,0.1,0.25,6.8,14.4,0.471,2.3,3.4,0.689,4,5.9,9.9,1.6,1.2,2.8,2.6,6.1,16,,101,103
6857,1994,Eric Leckner,C,27,PHI,71,36,1163,6,12.3,0.486,0,0.1,0,6,12.3,0.489,3.6,5.6,0.646,3.2,8.9,12.2,3.7,0.8,1.5,3.7,8.2,15.6,,98,109
6858,1994,Tim Legler,PG,27,DAL,79,0,1322,8.9,20.3,0.438,2,5.3,0.374,6.9,14.9,0.46,5.5,6.5,0.84,1.4,3.5,4.9,4.6,2,0.5,2.3,5.1,25.2,,115,111
6860,1994,Jim Les,PG,30,SAC,18,0,169,3.8,9.9,0.382,2.3,5.2,0.444,1.5,4.7,0.313,3.2,3.8,0.846,1.5,2.3,3.8,11.4,2,0.3,3.2,4.7,13.1,,116,112
6861,1994,Fat Lever,PG,33,DAL,81,54,1947,5.9,14.5,0.408,0.7,1.9,0.351,5.2,12.6,0.416,2,2.6,0.765,2.2,5.2,7.4,5.6,4.1,0.4,2.3,4,14.5,,102,106
6862,1994,Marcus Liberty,SF,25,TOT,38,0,285,7.1,22,0.325,1.8,5,0.357,5.4,17,0.316,3.4,7,0.487,4.6,6.3,10.9,3,2,0.7,4.3,6.1,19.5,,82,110
6863,1994,Marcus Liberty,SF,25,DEN,3,0,11,18.2,31.8,0.571,0,4.5,0,18.2,27.2,0.667,4.5,9.1,0.5,0,22.7,22.7,9.1,0,0,9.1,22.7,40.8,,97,94
6864,1994,Marcus Liberty,SF,25,DET,35,0,274,6.7,21.6,0.31,1.9,5,0.37,4.8,16.6,0.292,3.3,6.9,0.486,4.8,5.6,10.4,2.8,2,0.7,4.1,5.4,18.6,,81,110
6865,1994,Todd Lichti,SG,27,TOT,13,0,126,7.8,20,0.392,0.8,0.8,1,7.1,19.2,0.367,6.3,9.8,0.64,3.1,5.5,8.6,4.3,2.7,0.4,2,6.3,22.7,,105,107
6866,1994,Todd Lichti,SG,27,ORL,4,0,20,10.1,22.7,0.444,0,0,0,10.1,22.7,0.444,0,0,0,7.6,2.5,10.1,5,5,0,5,7.6,20.2,,94,104
6867,1994,Todd Lichti,SG,27,GSW,5,0,58,8.4,23.4,0.357,1.7,1.7,1,6.7,21.7,0.308,7.5,9.2,0.818,2.5,5.8,8.4,2.5,0,0,0,7.5,25.9,,115,112
6868,1994,Todd Lichti,SG,27,BOS,4,0,48,6.3,14.6,0.429,0,0,0,6.3,14.6,0.429,7.3,14.6,0.5,2.1,6.3,8.4,6.3,5.2,1,3.1,4.2,19.9,,98,101
6869,1994,Brad Lohaus,PF,29,MIL,67,2,962,5.4,14.8,0.363,2.4,7.1,0.343,3,7.8,0.381,1.1,1.5,0.69,1.7,6.2,7.9,3.3,1.6,2.9,3.1,7.5,14.3,,90,108
6870,1994,Grant Long,PF,27,MIA,69,59,2201,7,15.6,0.446,0,0.1,0.167,7,15.5,0.449,4.3,5.5,0.786,4.4,7.1,11.5,4,2.1,0.6,2.9,5.7,18.3,,108,105
6871,1994,Luc Longley,C,25,TOT,76,46,1502,7.5,15.9,0.471,0,0,0,7.5,15.8,0.472,3.1,4.3,0.72,4.4,10.4,14.8,3.7,1.5,2.7,4.1,7.4,18,,98,103
6872,1994,Luc Longley,C,25,MIN,49,29,989,6.9,14.8,0.464,0,0.1,0,6.9,14.8,0.465,2.9,4.1,0.7,4.5,10.7,15.1,2.4,1.8,3,4,6.7,16.6,,94,104
6873,1994,Luc Longley,C,25,CHI,27,17,513,8.7,17.9,0.483,0,0,0,8.7,17.9,0.483,3.5,4.6,0.756,4.3,9.8,14,6.4,1,2.1,4.1,8.7,20.8,,105,101
6874,1994,George Lynch,SF,23,LAL,71,46,1762,8.3,16.4,0.508,0,0.1,0,8.3,16.2,0.512,2.8,4.7,0.596,6.3,5.4,11.7,2.7,2.9,0.8,2.5,5.1,19.4,,110,108
6875,1994,Malcolm Mackey,C,23,PHO,22,0,69,10.1,26.6,0.378,0,1.4,0,10.1,25.2,0.4,2.9,5.8,0.5,8.6,8.6,17.3,0.7,0,2.2,1.4,6.5,23,,97,108
6876,1994,Don MacLean,SF,24,WSB,75,69,2487,10.4,20.7,0.502,0.1,0.4,0.143,10.3,20.3,0.509,6.6,8,0.824,2.8,6.6,9.4,3.2,0.9,0.4,3.1,3.4,27.5,,113,114
6877,1994,Mark Macon,SG,24,TOT,42,1,496,7.1,18.8,0.375,0.2,1,0.2,6.8,17.8,0.385,2.4,3.5,0.676,1.8,2.4,4.2,5.2,4,0.1,4.1,7.5,16.7,,84,107
6878,1994,Mark Macon,SG,24,DEN,7,0,126,5.5,17.8,0.311,0,1.2,0,5.5,16.6,0.333,3.2,4,0.8,1.2,1.6,2.8,4.4,2.4,0.4,5.5,6.7,14.3,,71,106
6879,1994,Mark Macon,SG,24,DET,35,1,370,7.6,19.1,0.396,0.3,1,0.286,7.3,18.2,0.402,2.1,3.3,0.625,2.1,2.6,4.7,5.5,4.5,0,3.6,7.7,17.5,,88,108
6880,1994,Gerald Madkins,SG,24,CLE,22,0,149,3.9,10.9,0.355,1.8,5.3,0.333,2.1,5.6,0.375,2.8,3.5,0.8,0.4,3.5,3.9,6.7,3.2,0,4.6,5.6,12.3,,89,105
6881,1994,Rick Mahorn,PF,35,NJN,28,0,226,5.1,10.4,0.489,0,0.2,0,5.1,10.2,0.5,2.9,4.4,0.65,3.6,8.4,12,1.1,0.7,1.1,1.6,8.4,13.1,,111,106
6882,1994,Dan Majerle,SG,28,PHO,80,76,3207,7.4,17.6,0.418,3,7.8,0.382,4.4,9.8,0.447,2.7,3.7,0.739,1.9,3.5,5.4,4.3,2,0.7,2.1,2.4,20.4,,113,109
6883,1994,Jeff Malone,SG,32,TOT,77,73,2560,10.5,21.6,0.486,0.1,0.2,0.583,10.3,21.3,0.485,4.1,4.9,0.83,1,3,4,2.5,0.8,0.1,1.7,2.5,25.2,,108,112
6884,1994,Jeff Malone,SG,32,UTA,50,50,1657,10.5,21.5,0.488,0.1,0.2,0.5,10.4,21.3,0.488,4,4.8,0.843,0.9,2.7,3.6,2.1,0.8,0.2,1.8,2.4,25.1,,108,110
6885,1994,Jeff Malone,SG,32,PHI,27,23,903,10.4,21.6,0.481,0.2,0.3,0.667,10.2,21.3,0.478,4.2,5.2,0.809,1.3,3.4,4.7,3.3,0.8,0,1.6,2.6,25.2,,110,115
6886,1994,Karl Malone*,PF,30,UTA,82,82,3329,12,24,0.497,0.1,0.5,0.25,11.8,23.5,0.503,7.9,11.4,0.694,3.6,10.9,14.6,5.1,1.9,2,3.6,4.1,31.9,,111,100
6887,1994,Moses Malone*,C,38,PHI,55,0,618,8.3,18.8,0.44,0,0.1,0,8.3,18.8,0.442,7.3,9.5,0.769,8.6,9.7,18.3,2.8,0.9,1.4,4.8,4.2,23.9,,104,109
6888,1994,Danny Manning,PF,27,TOT,68,66,2520,11.4,23.4,0.488,0.1,0.3,0.176,11.4,23.1,0.492,4.4,6.7,0.669,2.6,6.5,9.1,5.1,1.9,1.6,4.5,5.1,27.4,,100,106
6889,1994,Danny Manning,PF,27,LAC,42,41,1595,12.4,25.1,0.493,0.1,0.4,0.143,12.3,24.6,0.499,5.3,7.8,0.674,2.5,6.5,8.9,5.3,1.6,1.7,4.4,5,30,,101,108
6890,1994,Danny Manning,PF,27,ATL,26,25,925,9.7,20.5,0.476,0.1,0.2,0.333,9.7,20.3,0.477,3,4.6,0.651,2.7,6.6,9.3,4.7,2.5,1.4,4.7,5.1,22.5,,95,101
6891,1994,Roy Marble,SF,27,DEN,5,0,32,3.1,18.7,0.167,0,0,0,3.1,18.7,0.167,0,4.7,0,4.7,7.8,12.5,1.6,0,3.1,4.7,1.6,6.2,,42,104
6892,1994,Bob Martin,C,24,LAC,53,1,535,3.6,7.9,0.455,0,0,0,3.6,7.9,0.455,2.8,4.6,0.608,3.2,7.3,10.5,1.5,0.7,3,2.6,9.5,10,,95,108
6894,1994,Jamal Mashburn,SF,21,DAL,79,73,2896,9.8,24.2,0.406,1.5,5.2,0.284,8.4,19,0.44,5.4,7.7,0.699,1.9,4.3,6.2,4.7,1.6,0.2,4.3,3.6,26.5,,97,112
6895,1994,Anthony Mason,PF,27,NYK,73,12,1903,5.6,11.8,0.476,0,0,0,5.6,11.7,0.477,3.2,4.4,0.72,4.3,7.3,11.6,4.1,0.8,0.2,2.9,5.2,14.3,,107,101
6896,1994,Marlon Maxey,PF,24,MIN,55,2,626,7.2,13.5,0.533,0,0.2,0,7.2,13.4,0.539,5.7,7.9,0.714,6.1,10,16.1,0.8,1.3,2.7,3.2,9.2,20.1,,112,105
6897,1994,Vernon Maxwell,SG,28,HOU,75,73,2571,7.5,19.2,0.389,2.4,7.9,0.298,5.1,11.3,0.454,2.8,3.8,0.749,0.8,3.7,4.5,7.5,2.5,0.4,3.6,2.8,20.1,,98,103
6898,1994,Lee Mayberry,PG,23,MIL,82,6,1472,5.8,13.9,0.415,1.4,4.1,0.345,4.3,9.8,0.445,2,2.9,0.69,0.9,2.6,3.5,7.4,1.6,0.1,3.3,3.9,14.9,,99,113
